2020	2020
Le Lien Urantien — Issue 89 — March 2020	Le Lien Urantien — Número 89 — Marzo 2020
Le Lien Urantien — Issue 89 — March 2020 — Contents	Le Lien Urantien — Número 89 – Marzo de 2020
Editorial	Editorial
Christianity As An Opportunity	El cristianismo como oportunidad
Water: Truth, Beauty, And Goodness	Agua: Verdad, Belleza y Bondad
A Great Confusion About Race	Gran confusión sobre la raza
National Meeting At Notre Dame Des Lumières	Encuentro Nacional en Notre Dame Des Lumières
Le Lien Urantien — Issue 90 — June 2020	Le Lien Urantien — Número 90 — Junio 2020
Le Lien Urantien — Issue 90 — June 2020 — Contents	Le Lien Urantien — Número 90 – Junio de 2020
Editorial	Editorial
Human Personality	Personalidad humana
Contact With The Thought Adjuster	Contacto con el Ajustador del Pensamiento
For Jesus	Para Jesús
In This Matter	En este asunto
Essays On Defining Space	Ensayos de definición de espacio
Reflection On Thought	Reflexión sobre el pensamiento
Who Am I?	¿Quién soy yo?
Le Lien Urantien — Issue 91 — September 2020	Le Lien Urantien — Número 91 — Septiembre 2020
Le Lien Urantien — Issue 91 — September 2020 — Contents	Le Lien Urantien — Número 91 — Septiembre de 2020
Editorial	Editorial
“The Intergalactic Wanderer”	“El viajero intergaláctico”
The Prophets	Los profetas
How Big Is Paradise?	¿Cuál es el tamaño del paraíso?
Earthly Escape	Escape terrestre
The Soul Within	El alma dentro de sí misma.
Is There An Archetype, An Ideal Model For The Relationship Between Man And Woman?	¿Existe un arquetipo, un modelo ideal de relación hombre-mujer?
Le Lien Urantien — Issue 92 — December 2020	Le Lien Urantien — Número 92 — Dieciembre 2020
Le Lien Urantien — Issue 92 — December 2020 — Contents	Le Lien Urantien — Número 92 — Diciembre de 2020
Editorial	Editorial
Study Revelation For What?	¿Estudiar el Apocalipsis para saber qué hacer?
Science And Revelations	Ciencia y revelaciones
A Universe Without The Big Bang	Un universo sin big bang
The Urantia Book In Esperanto	El libro de Urantia en esperanto
Personality	Personalidad
Can We Still Hunt The Dinosaur In Satania?	¿Podemos todavía cazar dinosaurios en Satania?
2021	2021
Le Lien Urantien — Issue 93 — March 2021	Le Lien Urantien — Número 93 — Marzo 2021
Le Lien Urantien — Issue 93 — March 2021 — Contents	Le Lien Urantien — Número 93 – Marzo de 2021
Editorial	Editorial
Prayer Was Not One	La oración no era una
The Urantia Book And The Grand Conspiracy Theory?	¿El libro de Urantia y la teoría de la gran conspiración?
Foundation News	Noticias de la Fundación
The UBIS School Why Do It?	¿Para qué sirve la escuela UBIS?
A Fantastic Journey	Un viaje fantástico
From Energy To Matter	De la energía a la materia
4000 Years Of Machiventa Melchizedek	4000 años de Maquiventa Melquisedec
Jesus' Journeys Before His Public Ministry	Los viajes de Jesús antes de su ministerio público
Jesus' Life Timeline	Cronología de la vida de Jesús
Jesus' Appearances	Las apariciones de Jesús
The Train	El tren
Le Lien Urantien — Issue 94 — June 2021	Le Lien Urantien — Número 94 — Junio 2021
Le Lien Urantien — Issue 94 — June 2021 — Contents	Le Lien Urantien — Número 94 – Junio de 2021
Editorial	Editorial
Introducing The Urantia Book	Presentación del Libro de Urantia
Perfume Of A Woman	Perfumes de mujer
Experiencing Perfection	La experiencia de la perfección
For Geneticists	Para genetistas
God, Time, And The Universe	Dios, el tiempo y el universo
Le Lien Urantien — Issue 95 — September 2021	Le Lien Urantien — Número 95 — Septiembre 2021
Le Lien Urantien — Issue 95 — September 2021 — Contents	Le Lien Urantien — Número 95 — Septiembre de 2021
Editorial	Editorial
The Urantia Cosmogony	La cosmogonía de Urantia
Science Or Revelation	Ciencia o revelación
Life In Spirit	Vida en espíritu
What The Urantia Book Means To Me	Lo que el libro de Urantia significa para mí
God, Time, The Universe	Dios, el tiempo, el universo.
Reprinting The Urantia Book	Reimpresión del libro de Urantia
Le Lien Urantien — Issue 96 — December 2021	Le Lien Urantien — Número 96 — Dieciembre 2021
Le Lien Urantien — Issue 96 — December 2021 — Contents	Le Lien Urantien — Número 96 — Diciembre de 2021
Editorial	Editorial
MAX Is In Transit To Maisonia No. 1 From Jerusem	MAX está en tránsito hacia Maisonia Nº1 De Jérusem
Progress Through Education	Progreso a través de la educación
Promise Me	Prométeme
A Global Vision	Una visión global
Philosophical Pause	Ruptura filosófica
Foundation News	Noticias de la Fundación
Vive La Différence	¡Viva la diferencia!
2022	2022
Le Lien Urantien — Issue 97 — March 2022	Le Lien Urantien — Número 97 — Marzo 2022
Le Lien Urantien — Issue 97 — March 2022 — Contents	Le Lien Urantien — Número 97 – Marzo de 2022
Editorial	Editorial
Time and Levels of Consciousness	Tiempo y niveles de conciencia
How to Do the Will of the Father	Cómo hacer la voluntad del padre
The Seven Master Spirits	Los siete espíritus maestros
The History of Life	La historia de la vida
Cell Division (Wikipedia)	La división celular (Wikipedia)
EON (Wikipedia)	EON (Wikipedia)
The Earth	Tierra
Consciousness and Superconsciousness	Conciencia y Superconciencia
Le Lien Urantien — Issue 98 — June 2022	Le Lien Urantien — Número 98 — Junio 2022
Le Lien Urantien — Issue 98 — June 2022 — Contents	Le Lien Urantien — Número 98 – Junio de 2022
Editorial	Editorial
A Spiritual Quest: God in Question	Una búsqueda espiritual: Dios en cuestión
From Divine Incompleteness to Human Adventure	De la incompletitud divina a la aventura humana
The Hazards of a Decimal Planet	Los peligros de un planeta decimal
The Foundation Communicates: The Future of Urantia: Elements for Reflection	La Fundación Comunica: El futuro de Urantia: Elementos para la reflexión
The Earth	Tierra
Le Lien Urantien — Issue 99 — September 2022	Le Lien Urantien — Número 99 — Septiembre 2022
Le Lien Urantien — Issue 99 — September 2022 — Contents	Le Lien Urantien — Número 99 – Septiembre de 2022
Editorial	Editorial
The Wisdom of Creating Unequal Races	La sabiduría de crear razas desiguales
The Wisdom of Creating Unequal Races	La sabiduría de crear razas desiguales
Why I Believe in God	Por qué creo en Dios
The Human Personality	Personalidad humana
News from the Foundation	Noticias de la Fundación
3rd European Urantia Congress in Spain	3er Congreso Europeo Urantia en España
A Birthday	Un cumpleaños
Le Lien Urantien — Issue 100 — December 2022	Le Lien Urantien — Número 100 — Dieciembre 2022
Le Lien Urantien — Issue 100 — December 2022 — Contents	Le Lien Urantien — Número 100 – Diciembre de 2022
Editorial	Editorial
AUGUST 21, 2022	21 DE AGOSTO DE 2022
Dare to God	Atrévete Dios
News from the French-speaking Groups	Noticias de grupos francófonos
Lumieres 2022	Luces 2022
Relationships Between Material, Mental and Spirit	Relaciones entre material, mente y espíritu
Urantia Conference In Uganda 2022	Conferencia de Urantia en Uganda 2022
General Assembly Report	Acta de la Asamblea General
2023	2023
Le Lien Urantien — Issue 101 — March 2023	Le Lien Urantien — Número 101 — Marzo 2023
Le Lien Urantien — Issue 101 — March 2023 — Contents	Le Lien Urantien — Número 101 – Marzo de 2023
Editorial	Editorial
Relationships between material, mental and spirit	Relaciones entre materia, mente y espíritu
At the Tomb	En la tumba
Revelation of the Middle Ages	Revelación de la Edad Media
Our UBIS Experience	Nuestra experiencia UBIS
Fantasy on a Major Theme	Fantasía sobre un tema importante
Activities Dakar Group	Actividades del grupo Dakar
Ministry in the Philippines	Ministerio en Filipinas
UBIS School	Escuela UBIS
Urantia Foundation News	Noticias de la Fundación Urantia
Le Lien Urantien — Issue 102 — June 2023	Le Lien Urantien — Número 102 — Junio 2023
Le Lien Urantien — Issue 102 — June 2023 — Contents	Le Lien Urantien — Número 102 – Junio de 2023
Editorial	Editorial
AFLLU Meeting	Reunión de la AFLLU
AFLLU Report	Informe AFLLU
Testimonials	Testimonios
Adjuster, Absoluteness and Fusion	Ajustador, Absolución y Fusión
The House	La casa
Readers' Mail	Correo de los lectores
Le Lien Urantien — Issue 103 — September 2023	Le Lien Urantien — Número 103 — Septiembre 2023
Le Lien Urantien — Issue 103 — September 2023 — Contents	Le Lien Urantien — Número 103 – Septiembre de 2023
Editorial	Editorial
Life	La vida
Fantasy on a Major Theme	Fantasía sobre un tema importante
Feedback	Comentario
Some Comments on the Difficulties of Disseminating the 5th Revelation	Algunos comentarios sobre las dificultades de difusión de la quinta revelación
The Cat's Poem	El poema del gato
On the Necessary Fertilization of Our Thought	Sobre la necesaria fertilización de nuestro pensamiento
Dispensational Resurrections — Planetary Ages	Resurrecciones Dispensacionales — Eras Planetarias
Le Lien Urantien — Issue 104 — December 2023	Le Lien Urantien — Número 104 — Dieciembre 2023
Le Lien Urantien — Issue 104 — December 2023 — Contents	Le Lien Urantien — Número 104 - Diciembre de 1996
Editorial	Editorial
Will We Be Eternally Subject to Material Gravity?	¿Estaremos eternamente sujetos a la gravedad material?
At the Theater of Time	En el teatro del tiempo
The Flask	La botella
Will, Personality, Moral Choice	Voluntad, personalidad, elección moral.
History of the Journal Reflectivity	Reflectividad del historial de registros
Cosmic Consciousness and Spiritual Perception	Conciencia Cósmica y Percepción Espiritual
Readers' Mail	Correo de los lectores
2024	2024
Le Lien Urantien — Issue 105 — March 2024	Le Lien Urantien — Número 105 — Marzo 2024
Le Lien Urantien — Issue 105 — March 2024 — Contents	Le Lien Urantien — Número 105 – Marzo de 2024
Editorial	Editorial
Abortion	Aborto provocado
Urantia Foundation News	Noticias de la Fundación Urantia
Philosophical and Historical Approach to Quantum Mechanics	Aproximación filosófica e histórica a la mecánica cuántica.
The Chinese Translation of The Urantia Book	La traducción china del Libro de Urantia
Differences Between Simplified and Traditional Chinese Characters	Diferencias entre caracteres chinos simplificados y tradicionales
Le Lien Urantien — Issue 106 — June 2024	Le Lien Urantien — Número 106 — Junio 2024
Le Lien Urantien — Issue 106 — June 2024 — Contents	Le Lien Urantien — Número 106 – Junio de 2024
Editorial	Editorial
Part Two: The Revelation	Segunda parte: La revelación
Tale of the Three Thinkers	Cuento de los tres pensadores
Will We Survive?	¿Sobreviviremos?
Repersonalization	Repersonalización
Discovering Paradise and Space-Time	Descubriendo el paraíso y el espacio-tiempo
AFLLU Conference 2025 In Paris (France) AFLLU	Conferencia AFLLU 2025 en París (Francia) AFLLU
Le Lien Urantien — Issue 107 — September 2024	Le Lien Urantien — Número 107 — Septiembre 2024
Le Lien Urantien — Issue 107 — September 2024 — Contents	Le Lien Urantien — Número 107 – Septiembre de 2024
Editorial	Editorial
The Woman	La mujer
What is Behind the "I AM"?	Detrás del “YO SOY” ¿qué hay?
Lost Tradition	Tradición perdida
I AM and the Principle of Causality	YO SOY y el Principio de Causalidad
The Little Seed	La pequeña semilla
European Meeting 2025	Encuentro Europeo 2025
AFLLU Meeting — Neylieres 2024	Reunión de la AFLLU — Neylieres 2024
Report of the National Meeting of the A.F.L.L.U	Informe de la reunión nacional de la AFLLU
